,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,age_batiment,LargestPropertyUseType,PrimaryPropertyType,BuildingType,Ratio_buildingParSurface,Ratio_parkingParSurface,SurfaceParetage,ComplianceStatus,Outlier,is_energyStarImputed,pr_steam,pr_natural,pr_elec
1155,2823184.0,94.85,1.0,3,30971,0,30971,78.2,96,Other,Other,NonResidential,1.0,0.0,7742.75,Compliant,inconnue,True,0.08181871847531014,0.4525464865201843,0.4656345459594557
1156,3767135.0,148.55,1.0,3,22667,0,22667,1.0,70,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5666.75,Compliant,inconnue,False,0.43516926656464394,0.04127831893468113,0.5235525140458199
1158,2227638.25,60.88,1.0,2,33840,0,33840,65.8,89,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11280.0,Compliant,inconnue,True,0.0,0.4412507282095735,0.5587491595639462
1159,4193371.0,110.17,5.0,3,41827,9226,32601,31.2,15,Multifamily Housing,Mixed Use Property,NonResidential,0.78,22.058,10456.75,Compliant,inconnue,True,0.0,0.41834481137013635,0.5816549501582379
1161,1291405.25,9.0,1.0,5,33740,6010,27730,79.0,15,Office,Small- and Mid-Sized Office,NonResidential,0.82,17.813000000000002,5623.33333,Compliant,inconnue,False,0.0,0.0,0.9999998064124332
1162,1021796.625,42.04,1.0,2,20516,0,20516,98.0,105,Retail Store,Retail Store,NonResidential,1.0,0.0,6838.66667,Compliant,inconnue,False,0.0,0.7406679386908329,0.25933144964145877
1163,1215156.25,8.47,1.0,3,27480,0,27480,88.0,110,Retail Store,Retail Store,NonResidential,1.0,0.0,6870.0,Compliant,inconnue,False,0.0,0.0,0.9999997942651409
1165,1818867.875,30.32,1.0,1,46958,0,46958,95.0,69,Office,Mixed Use Property,NonResidential,1.0,0.0,23479.0,Compliant,inconnue,False,0.0,0.21019668622164214,0.7898033825024261
1166,1934224.25,66.53,1.0,1,26532,0,26532,5.0,32,Distribution Center,Distribution Center,NonResidential,1.0,0.0,13266.0,Compliant,inconnue,False,0.0,0.5943669664983261,0.40563290425089027
1167,576405.125,9.46,1.0,2,22388,0,22388,83.0,35,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7462.66667,Compliant,inconnue,True,0.0,0.20465813866592528,0.7953416444727135
1168,3050455.25,73.52,1.0,1,30730,0,30730,47.4,47,Other,Other,NonResidential,1.0,0.0,15365.0,Compliant,inconnue,True,0.0,0.371240653341825,0.6287592647031948
1169,2173143.75,18.34,1.0,2,35600,0,35600,47.0,30,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11866.66667,Compliant,inconnue,False,0.0,0.0317696424822334,0.9682300123956366
1171,1799664.125,82.34,1.0,3,62000,0,62000,81.0,67,Worship Facility,Worship Facility,NonResidential,1.0,0.0,15500.0,Compliant,inconnue,False,0.0,0.8405451767284632,0.15945475381413185
1172,776248.6875,5.41,1.0,2,23600,0,23600,82.0,35,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7866.66667,Compliant,inconnue,False,0.0,0.0,1.0000004025771703
1174,2303732.75,16.06,1.0,3,40067,0,40067,43.0,30,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,10016.75,Compliant,inconnue,False,0.0,0.0,0.9999996744414038
1175,1074989.0,7.49,1.0,3,26419,6922,19497,67.0,27,Office,Small- and Mid-Sized Office,NonResidential,0.74,26.201,6604.75,Compliant,inconnue,False,0.0,0.0,1.0
1176,1469556.25,23.85,1.0,3,25262,0,25262,54.0,37,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6315.5,Compliant,inconnue,False,0.0,0.20066057355749398,0.7993392563231247
1177,4877959.0,38.12,0.0,3,53103,0,53103,65.4,20,Other,Other,NonResidential,1.0,0.0,13275.75,Compliant,inconnue,True,0.0,0.018261736107253054,0.9817380588889738
1178,1619177.125,11.29,1.0,3,34106,0,34106,57.0,36,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8526.5,Compliant,inconnue,False,0.0,0.0,0.9999999228002928
1179,2313978.75,16.13,1.0,3,34545,0,34545,29.0,36,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8636.25,Compliant,inconnue,False,0.0,0.0,1.0000001080390215
1180,2782066.5,19.39,1.0,3,70296,0,70296,86.0,36,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,17574.0,Compliant,inconnue,False,0.0,0.0,0.9999998202774808
1181,1217509.125,8.49,1.0,4,27838,0,27838,77.0,114,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5567.6,Compliant,inconnue,False,0.0,0.0,0.999999897331365
1182,1856230.625,30.02,2.0,2,28368,0,28368,44.2,45,Distribution Center,Distribution Center,NonResidential,1.0,0.0,9456.0,Compliant,inconnue,True,0.0,0.19938255247782047,0.8006171108183284
1189,5155090.5,127.1,1.0,2,92080,0,92080,58.0,52,Other,Other,NonResidential,1.0,0.0,30693.33333,Compliant,inconnue,True,0.0,0.3832609728190029,0.6167389301894894
1191,1965182.25,49.58,1.0,1,20236,0,20236,70.2,55,Other - Recreation,Other,NonResidential,1.0,0.0,10118.0,Compliant,inconnue,True,0.0,0.39576889115500613,0.6042309816303297
1192,2050600.75,40.22,1.0,2,39815,0,39815,62.0,65,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13271.66667,Compliant,inconnue,False,0.0,0.27396361773494915,0.7260365041805432
1194,2280352.5,15.9,1.0,4,25557,0,25557,70.4,46,Other,Other,Nonresidential COS,1.0,0.0,5111.4,Compliant,inconnue,True,0.0,0.0,0.9999997807356538
1195,3076813.25,122.73,1.0,2,26994,0,26994,44.8,58,Other,Other,Nonresidential COS,1.0,0.0,8998.0,Compliant,inconnue,True,0.0,0.713449540689543,0.2865503780575568
1196,1485945.875,10.36,1.0,1,48112,0,48112,73.0,44,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,24056.0,Compliant,inconnue,False,0.0,0.0,1.0000000841215027
1197,1208029.25,32.86,1.0,1,20909,0,20909,58.0,7,Other,Other,NonResidential,1.0,0.0,10454.5,Compliant,inconnue,True,0.0,0.43841488109662907,0.5615849119547395
1198,1772188.5,12.35,1.0,2,42793,16518,26275,27.0,15,Office,Small- and Mid-Sized Office,NonResidential,0.61,38.6,14264.33333,Compliant,inconnue,False,0.0,0.0,0.99999971786297
1201,5912066.0,176.79,1.0,2,45000,0,45000,85.2,9,Other - Recreation,Other,NonResidential,1.0,0.0,15000.0,Compliant,inconnue,True,0.0,0.49701694805166247,0.5029828828027292
1203,1689372.625,36.74,1.0,1,26115,0,26115,43.0,18,Retail Store,Retail Store,NonResidential,1.0,0.0,13057.5,Compliant,inconnue,False,0.0,0.32025083868042437,0.6797493832954704
1205,1149140.25,45.33,1.0,1,26033,0,26033,78.0,67,Worship Facility,Worship Facility,NonResidential,1.0,0.0,13016.5,Compliant,inconnue,False,0.0,0.7038453313248753,0.29615445112117517
1207,1881516.125,61.98,1.0,4,48660,0,48660,82.0,9,K-12 School,K-12 School,NonResidential,1.0,0.0,9732.0,Compliant,inconnue,False,0.0,0.5628476875264622,0.4371522460377532
1208,5400049.5,180.38,1.0,2,46539,0,46539,73.0,46,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,15513.0,Compliant,inconnue,False,0.0,0.5728638228223649,0.4271360845858913
1210,2233262.0,79.58,1.0,4,29796,0,29796,47.0,107,Residence Hall/Dormitory,Residence Hall,NonResidential,1.0,0.0,5959.2,Compliant,inconnue,False,0.0,0.6212661120817888,0.3787338879182111
1211,983595.875,17.12,1.0,2,26400,0,26400,36.0,96,Retail Store,Retail Store,NonResidential,1.0,0.0,8800.0,Compliant,inconnue,False,0.0,0.22614267267031798,0.7738574544143956
1212,1262255.75,8.8,1.0,3,38148,0,38148,98.0,98,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,9537.0,Compliant,inconnue,False,0.0,0.0,0.999999405825642
1214,456953.0,12.77,1.0,2,28800,0,28800,83.4,88,Non-Refrigerated Warehouse,Mixed Use Property,NonResidential,1.0,0.0,9600.0,Compliant,inconnue,True,0.0,0.4544055953238079,0.5455944046761921
1215,1806468.0,12.59,1.0,5,31945,0,31945,4.0,61,Worship Facility,Worship Facility,NonResidential,1.0,0.0,5324.16667,Compliant,inconnue,False,0.0,0.0,1.0
1220,4480961.0,31.24,1.0,5,85963,33055,52908,43.0,31,Office,Small- and Mid-Sized Office,NonResidential,0.62,38.452999999999996,14327.16667,Compliant,inconnue,False,0.0,0.0,0.9999997768335854
1226,1169948.875,26.38,1.0,4,34680,0,34680,92.0,116,Retail Store,Retail Store,NonResidential,1.0,0.0,6936.0,Compliant,inconnue,False,0.0,0.33758654624972395,0.6624135605925515
1227,5587347.0,247.97,1.0,3,75058,34510,40548,24.0,48,Worship Facility,Worship Facility,NonResidential,0.54,45.978,18764.5,Compliant,inconnue,False,0.0,0.8108034099188757,0.18919659008112438
1230,2100982.75,20.76,1.0,1,36504,0,36504,2.0,101,Retail Store,Retail Store,NonResidential,1.0,0.0,18252.0,Compliant,inconnue,False,0.0,0.06306048919249813,0.9369391538317009
1231,2998208.25,20.9,1.0,6,35200,0,35200,8.0,109,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5028.57143,Compliant,inconnue,False,0.0,0.0,0.999999916616866
1232,1538750.625,48.35,1.0,5,35840,0,35840,83.0,109,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5973.33333,Compliant,inconnue,False,0.0,0.529982562964028,0.4700176807401784
1233,1333432.125,9.3,1.0,2,25920,0,25920,60.0,75,Other,Other,NonResidential,1.0,0.0,8640.0,Compliant,inconnue,False,0.0,0.0,0.9999999062569458
1234,2883139.0,73.61,1.0,4,30525,0,30525,17.0,88,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6105.0,Compliant,inconnue,False,0.2643066506679005,0.0,0.7356932842988146
1237,8476183.0,101.34,1.0,4,49243,0,49243,64.2,52,Other,Other,NonResidential,1.0,0.0,9848.6,Compliant,inconnue,True,0.0,0.1080196121296579,0.89198026989271
1244,2014475.875,71.23,0.0,3,20411,0,20411,60.2,104,Social/Meeting Hall,Other,NonResidential,1.0,0.0,5102.75,Compliant,inconnue,True,0.0,0.6153129036603627,0.3846871583905168
1252,2946756.25,85.55,1.0,2,30855,10285,20570,2.0,54,Medical Office,Medical Office,NonResidential,0.67,33.333,10285.0,Compliant,inconnue,False,0.0,0.47814202481118007,0.5218578903497701
1253,2828950.5,107.45,1.0,3,73549,0,73549,90.0,106,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,18387.25,Compliant,inconnue,False,0.0,0.6721114420347758,0.3278887347092146
1255,10834087.0,462.4,1.0,5,45780,11400,34380,60.2,28,Other,Other,NonResidential,0.75,24.901999999999997,7630.0,Compliant,inconnue,True,0.5051990536904494,0.005100752836856488,0.48970014732205863
1256,3735308.5,60.04,0.0,3,39115,0,39115,42.0,53,Medical Office,Medical Office,NonResidential,1.0,0.0,9778.75,Compliant,inconnue,False,0.0,0.1973031143210795,0.8026967518211682
1257,1107290.625,55.61,1.0,3,38038,0,38038,75.6,100,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,9509.5,Compliant,inconnue,True,0.6159608052312373,0.0,0.3840391947687627
1258,2465983.5,123.41,1.0,3,37796,0,37796,55.0,54,Worship Facility,Worship Facility,NonResidential,1.0,0.0,9449.0,Compliant,inconnue,False,0.559418889055827,0.08216924403589886,0.35841196828770344
1262,5355753.0,37.34,1.0,1,27744,0,27744,62.0,23,Office,Small- and Mid-Sized Office,Nonresidential COS,1.0,0.0,13872.0,Compliant,inconnue,True,0.0,0.0,0.999999813284892
1263,161311.0938,1.12,1.0,1,36444,0,36444,80.0,56,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,18222.0,Compliant,inconnue,False,0.0,0.0,0.9999994185148845
1264,966677.125,31.61,1.0,1,27553,0,27553,63.0,66,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,13776.5,Compliant,inconnue,False,0.0,0.5576681045390414,0.44233176615201275
1265,1253745.5,34.87,3.0,1,57310,0,57310,79.0,65,Distribution Center,Distribution Center,NonResidential,1.0,0.0,28655.0,Compliant,inconnue,True,0.0,0.45171607794404844,0.5482835232509309
1266,989079.5,16.57,1.0,2,25920,0,25920,67.6,96,Office,Mixed Use Property,NonResidential,1.0,0.0,8640.0,Compliant,inconnue,True,0.0,0.2120699094461062,0.7879295850333567
1267,2106073.5,73.0,1.0,3,40686,0,40686,67.6,97,Restaurant,Restaurant,NonResidential,1.0,0.0,10171.5,Compliant,inconnue,True,0.0,0.6001884549613297,0.39981130763005185
1268,2553763.5,82.72,1.0,2,45271,0,45271,57.0,52,Retail Store,Retail Store,NonResidential,1.0,0.0,15090.33333,Compliant,inconnue,False,0.0,0.550916324084043,0.44908348012648786
1269,1372213.375,35.77,1.0,3,28380,12180,16200,62.0,96,Office,Small- and Mid-Sized Office,NonResidential,0.57,42.918,7095.0,Compliant,inconnue,False,0.0,0.4138569193001781,0.5861428074187077
1270,28053172.0,487.53,1.0,5,508160,0,508160,77.0,7,Office,Large Office,NonResidential,1.0,0.0,84693.33333,Compliant,inconnue,False,0.0,0.2255684312633167,0.774431426150312
1271,966907.375,32.09,1.0,3,26176,0,26176,95.0,90,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6544.0,Compliant,inconnue,False,0.0,0.5681774844255376,0.431822127740002
1272,7442314.5,73.48,1.0,1,37740,0,37740,1.0,90,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,18870.0,Compliant,inconnue,False,0.0,0.06289938432459419,0.9371005484920047
1273,5277482.5,184.09,1.0,1,26000,0,26000,77.6,55,Other,Other,Nonresidential COS,1.0,0.0,13000.0,Compliant,inconnue,True,0.3974981916093516,0.0,0.6025018557617198
1275,739210.5,20.64,1.0,3,23241,0,23241,66.0,7,Worship Facility,Worship Facility,NonResidential,1.0,0.0,5810.25,Compliant,inconnue,False,0.0,0.45420215216098797,0.5457971714416935
1276,17673018.0,255.83,1.0,1,155795,0,155795,80.2,54,Other,Other,NonResidential,1.0,0.0,77897.5,Compliant,inconnue,True,0.0,0.1626470928734413,0.8373528505431274
1277,1761137.5,24.62,1.0,1,21018,0,21018,30.6,14,Other,Other,Nonresidential COS,1.0,0.0,10509.0,Compliant,inconnue,True,0.09981049179862447,0.0,0.9001892242939578
1278,5903015.0,192.12,1.0,1,30533,0,30533,85.2,18,Other,Other,Nonresidential COS,1.0,0.0,15266.5,Compliant,inconnue,True,0.0,0.5543096197451641,0.44569021084987925
1279,17686444.0,523.95,1.0,2,33971,0,33971,73.0,55,Other - Recreation,Other,NonResidential,1.0,0.0,11323.66667,Compliant,inconnue,True,0.0,0.49098105871366793,0.5090189412863321
1281,2003807.75,13.97,1.0,4,38038,0,38038,84.0,17,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7607.6,Compliant,inconnue,False,0.0,0.0,0.9999996257125965
1282,2524228.25,77.8,1.0,4,64596,24596,40000,92.0,9,Office,Small- and Mid-Sized Office,NonResidential,0.62,38.077,12919.2,Compliant,inconnue,False,0.0,0.5168874882847857,0.48311241267504235
1283,9190442.0,234.03,1.0,3,41466,6062,35404,1.0,88,Office,Small- and Mid-Sized Office,NonResidential,0.85,14.618999999999998,10366.5,Compliant,inconnue,False,0.0,0.4008242476259575,0.5991756435653476
1285,7429423.0,86.51,1.0,6,130710,100800,29910,92.0,3,Office,Large Office,NonResidential,0.23,77.117,18672.85714,Compliant,inconnue,False,0.0,0.10126748739437773,0.8987323780056675
1286,1912760.75,13.33,1.0,4,35780,0,35780,77.0,90,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7156.0,Compliant,inconnue,False,0.0,0.0,0.9999996078965966
1288,564754.1875,3.94,1.0,4,25132,7308,17824,41.0,52,Office,Mixed Use Property,NonResidential,0.71,29.078,5026.4,Compliant,inconnue,False,0.0,0.0,0.9999996679971497
1293,1257774.625,8.77,1.0,2,25920,0,25920,58.0,100,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,8640.0,Compliant,inconnue,True,0.0,0.0,0.9999995030906272
1294,2071670.25,77.48,1.0,4,47686,0,47686,72.0,97,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,9537.2,Compliant,inconnue,False,0.433318960872272,0.0,0.5666809184521523
1302,2827772.75,44.89,1.0,6,40715,0,40715,75.2,101,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5816.42857,Compliant,inconnue,True,0.0,0.19295291674339815,0.8070471716654034
1306,1717130.875,11.97,1.0,4,82065,34800,47265,91.0,26,Parking,Mixed Use Property,NonResidential,0.58,42.405,16413.0,Compliant,inconnue,False,0.0,0.0,1.0000000727958491
1308,1862176.875,12.98,1.0,4,36160,0,36160,47.0,106,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7232.0,Compliant,inconnue,False,0.0,0.0,1.0000000671257396
1309,5136604.5,143.34,1.0,1,34617,0,34617,66.2,98,Other,Mixed Use Property,NonResidential,1.0,0.0,17308.5,Compliant,inconnue,True,0.0,0.4537267761222418,0.5462731265371901
1314,1634178.25,14.13,1.0,5,66900,0,66900,100.0,107,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11150.0,Compliant,inconnue,False,0.0,0.036261038231294535,0.963738808786618
1315,2160420.0,75.99,1.0,3,29340,0,29340,70.8,106,Office,Mixed Use Property,NonResidential,1.0,0.0,7335.0,Compliant,inconnue,True,0.0,0.6112644763518205,0.38873552364817954
1317,287763.5,2.01,0.0,2,22710,0,22710,84.2,86,Other,Other,NonResidential,1.0,0.0,7570.0,Compliant,inconnue,True,0.0,0.0,0.9999982624620565
1320,3205182.5,22.46,1.0,3,50499,13540,36959,13.0,16,Office,Small- and Mid-Sized Office,NonResidential,0.73,26.812,12624.75,Compliant,inconnue,False,0.0,0.0007544032204094463,0.9992454407822331
1321,3600571.25,41.22,1.0,5,54465,9605,44860,68.0,52,Office,Small- and Mid-Sized Office,NonResidential,0.82,17.635,9077.5,Compliant,inconnue,False,0.0,0.09703210289200637,0.902967827674567
1322,4167253.75,182.81,1.0,2,45960,0,45960,56.0,86,K-12 School,K-12 School,NonResidential,1.0,0.0,15320.0,Compliant,inconnue,False,0.0,0.7997151601339372,0.20028489985761005
1326,436604.0938,3.04,1.0,2,21128,0,21128,97.0,57,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7042.66667,Compliant,inconnue,False,0.0,0.0,0.9999997851600539
1328,9155568.0,220.26,1.0,4,274442,0,274442,60.8,8,Hotel,Mixed Use Property,NonResidential,1.0,0.0,54888.4,Compliant,inconnue,True,0.0,0.37032972722172997,0.6296701635551175
1329,1539066.375,10.73,1.0,3,51552,0,51552,52.2,3,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12888.0,Compliant,inconnue,True,0.0,0.0,0.9999997563457911
1330,2804534.0,75.25,1.0,4,38520,0,38520,37.0,57,Hotel,Hotel,NonResidential,1.0,0.0,7704.0,Compliant,inconnue,False,0.0,0.4304654534407499,0.5695345465592502
1331,867184.375,30.22,1.0,3,29186,4256,24930,95.0,55,Hotel,Hotel,NonResidential,0.85,14.582,7296.5,Compliant,inconnue,False,0.0,0.6041979250375678,0.3958027956857502
1333,581289.0,4.05,1.0,1,27338,0,27338,56.0,56,Worship Facility,Worship Facility,NonResidential,1.0,0.0,13669.0,Compliant,inconnue,False,0.0,0.0,1.0
1335,2045592.0,77.76,1.0,2,85750,65640,20110,66.8,17,Parking,Other,NonResidential,0.23,76.548,28583.33333,Compliant,inconnue,True,0.0,0.6727534131928556,0.32724658680714436
1337,12015936.0,422.45,1.0,2,34416,0,34416,52.2,54,Laboratory,Laboratory,NonResidential,1.0,0.0,11472.0,Compliant,inconnue,True,0.0,0.6108999748334212,0.38909994194376535
1338,2590622.0,115.43,1.0,3,45864,0,45864,94.0,86,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11466.0,Compliant,inconnue,False,0.0,0.8145812086827025,0.18541879131729755
1340,3485865.5,104.91,1.0,2,49252,0,49252,23.0,17,K-12 School,K-12 School,NonResidential,1.0,0.0,16417.33333,Compliant,inconnue,False,0.0,0.5012000606449102,0.49879979591868934
1351,1426279.5,35.96,1.0,3,33176,0,33176,89.0,29,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8294.0,Compliant,inconnue,False,0.0,0.3953208329783889,0.6046788164591863
1352,1878742.875,55.95,1.0,3,25194,3764,21430,57.2,23,Retail Store,Retail Store,NonResidential,0.85,14.940000000000001,6298.5,Compliant,inconnue,True,0.0,0.49432735706316383,0.505672709470688
1359,326001.1875,2.27,1.0,99,21948,0,21948,80.0,39,Worship Facility,Worship Facility,NonResidential,1.0,0.0,219.48,Compliant,inconnue,False,0.0,0.0,0.9999994248487208
1360,5876439.0,167.98,1.0,3,31191,0,31191,72.2,89,Other - Recreation,Other,NonResidential,1.0,0.0,7797.75,Compliant,inconnue,True,0.0,0.4684444099564379,0.5315555900435621
1362,3040978.0,111.73,1.0,1,37377,0,37377,60.0,69,Other,Other,NonResidential,1.0,0.0,18688.5,Compliant,inconnue,True,0.0,0.6452309092666899,0.35476909073331014
1364,856088.625,5.97,1.0,1,29380,0,29380,33.0,39,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,14690.0,Compliant,inconnue,False,0.0,0.0,1.0000004380387604
1373,331675.0,7.07,1.0,2,22688,0,22688,87.0,94,Worship Facility,Worship Facility,NonResidential,1.0,0.0,7562.66667,Compliant,inconnue,False,0.0,0.31068666616416674,0.6893133338358333
1391,1467029.75,54.44,1.0,2,22364,0,22364,65.2,54,Other,Other,NonResidential,1.0,0.0,7454.66667,Compliant,inconnue,True,0.0,0.6531292224987257,0.346870947913633
1392,1903455.875,13.27,1.0,2,41262,0,41262,84.0,34,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13754.0,Compliant,inconnue,False,0.0,0.0,0.9999995403098062
1405,7408342.0,92.45,1.0,2,43183,0,43183,50.0,63,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,14394.33333,Compliant,inconnue,True,0.0,0.11938811680130318,0.8806117482157276
1408,2077039.375,86.81,1.0,3,45680,0,45680,79.0,108,Worship Facility,Worship Facility,NonResidential,1.0,0.0,11420.0,Compliant,inconnue,False,0.0,0.7547704770883316,0.24522982382074485
1418,37797084.0,913.07,1.0,14,724148,0,724148,8.0,10,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,48276.53333,Compliant,inconnue,False,0.0,0.3724809564674354,0.6275189906184298
1422,531737.1875,3.71,1.0,1,23562,0,23562,96.0,59,Worship Facility,Worship Facility,NonResidential,1.0,0.0,11781.0,Compliant,inconnue,False,0.0,0.0,0.9999996473821948
1425,910718.6875,6.35,1.0,4,28844,0,28844,53.2,17,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5768.8,Compliant,inconnue,True,0.0,0.0,0.9999992451016879
1429,675772.875,27.97,1.0,1,21101,0,21101,63.4,27,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,10550.5,Compliant,inconnue,True,0.0,0.7458970589785806,0.25410312599481
1430,1351267.875,9.42,1.0,2,45594,0,45594,75.0,102,Refrigerated Warehouse,Refrigerated Warehouse,NonResidential,1.0,0.0,15198.0,Compliant,inconnue,False,0.0,0.0,1.0000000925057142
1431,2241280.5,15.62,1.0,1,26660,0,26660,70.6,66,Other,Other,NonResidential,1.0,0.0,13330.0,Compliant,inconnue,True,0.0,0.0,0.9999997769132423
1432,870625.8125,18.63,1.0,1,28126,0,28126,44.0,41,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,14063.0,Compliant,inconnue,False,0.0,0.3127129888536357,0.6872872265086902
1433,378714.4063,2.64,1.0,1,35000,0,35000,53.0,52,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,17500.0,Compliant,inconnue,False,0.0,0.0,0.9999989271599041
1434,1208407.625,26.55,1.0,1,26150,0,26150,6.0,54,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,13075.0,Compliant,inconnue,False,0.0,0.32513863026973205,0.6748616800560159
1435,1088556.25,7.59,1.0,2,24000,0,24000,73.0,49,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8000.0,Compliant,inconnue,False,0.0,0.0,0.999999770338005
1436,2478045.5,73.26,1.0,5,43594,0,43594,38.0,48,K-12 School,K-12 School,NonResidential,1.0,0.0,7265.66667,Compliant,inconnue,False,0.0,0.4896249887259939,0.5103748095020855
1442,794724.625,18.54,1.0,1,28080,0,28080,65.6,104,Distribution Center,Distribution Center,NonResidential,1.0,0.0,14040.0,Compliant,inconnue,True,0.0,0.3544787604888926,0.6455217113726657
1456,5655578.0,203.73,1.0,2,51298,0,51298,85.0,62,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,17099.33333,Compliant,inconnue,False,0.0,0.6296387389582462,0.3703612610417538
1458,265774.9063,1.85,1.0,1,22047,0,22047,100.0,54,Worship Facility,Worship Facility,NonResidential,1.0,0.0,11023.5,Compliant,inconnue,False,0.0,0.0,1.0000003525539762
1462,3363535.5,103.28,1.0,1,31600,0,31600,3.0,37,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,15800.0,Compliant,inconnue,False,0.0,0.5144078306888689,0.48559202065802487
1463,876425.0,23.9,1.0,1,35289,0,35289,63.0,9,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,17644.5,Compliant,inconnue,False,0.0,0.4399714750263856,0.5600285249736144
1464,1750419.0,80.09,1.0,1,28920,0,28920,50.0,35,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,14460.0,Compliant,inconnue,False,0.0,0.840584454350644,0.15941554564935595
1465,736428.625,32.77,1.0,1,22176,0,22176,60.0,38,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11088.0,Compliant,inconnue,False,0.0,0.8133293297772068,0.18666982153226322
1468,3568419.5,24.88,1.0,3,39927,0,39927,38.0,42,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,9981.75,Compliant,inconnue,False,0.0,0.0,0.999999859881945
1469,4294550.0,135.81,1.0,1,30610,0,30610,39.2,37,Other - Recreation,Other,NonResidential,1.0,0.0,15305.0,Compliant,inconnue,True,0.0,0.5342964920655249,0.46570350793447507
1470,1002995.0,6.99,1.0,2,26930,6350,20580,64.0,36,Medical Office,Medical Office,NonResidential,0.76,23.580000000000002,8976.66667,Compliant,inconnue,False,0.0,0.0,1.0
1471,2890379.0,49.62,1.0,2,38745,0,38745,76.0,48,Medical Office,Medical Office,NonResidential,1.0,0.0,12915.0,Compliant,inconnue,False,0.0,0.2210090787401929,0.7789905752844177
1472,855665.125,5.97,1.0,2,20296,0,20296,75.8,57,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,6765.33333,Compliant,inconnue,True,0.0,0.0,0.9999998539148127
1473,1261634.5,27.41,1.0,2,22135,0,22135,79.0,71,Medical Office,Mixed Use Property,NonResidential,1.0,0.0,7378.33333,Compliant,inconnue,True,0.0,0.3198509552489251,0.6801486484397818
1474,1645605.125,53.73,1.0,3,38378,0,38378,86.0,49,Medical Office,Medical Office,NonResidential,1.0,0.0,9594.5,Compliant,inconnue,False,0.0,0.556625028741327,0.44337489529877344
1475,1275231.75,49.73,1.0,2,33576,0,33576,64.0,36,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11192.0,Compliant,inconnue,False,0.0,0.694076194385844,0.3059240016569537
